make,model,year,mileage,avg_trip_length_miles,maintenance_events,past_failures,severity_score,maintenance_cost_last_year,fuel_cost_last_year,complaint_text,maintenance_action,has_mechanical_issue
Hyundai,Tucson,2014,68753,23.7,4,1,5.15,426.9,1195.52,2014 Hyundai Tucson experienced engine stalling around 68753 miles causing dashboard malfunction. Owner felt unsafe after software update.,software update,0
Chevrolet,Malibu,2011,59249,14.1,4,1,2.44,853.29,1272.8,2011 Chevrolet Malibu owner reported engine stalling leading to 59249 during increased stopping distance driving. Owner felt frustrating after software update.,software update,0
Chevrolet,Malibu,2022,62150,23.5,2,0,2.39,859.79,1048.64,Complaints about 2022 Chevrolet Malibu include brake wear and 62150 after dashboard malfunction maintenance. Owner felt annoying and comfortable after oil change.,oil change,0
Tesla,Model 3,2011,58719,19.5,1,0,4.21,695.02,1180.95,2011 Tesla Model 3 owner reported infotainment crash leading to 58719 during warning chimes driving. Owner felt annoying after battery inspection.,battery inspection,1
Chevrolet,Silverado,2010,67555,14.9,3,1,1.31,461.85,1377.79,Complaints about 2010 Chevrolet Silverado include brake wear and 67555 after increased stopping distance maintenance. Owner felt satisfied after brake pad replacement.,brake pad replacement,0
Toyota,Camry,2015,46356,14.8,1,1,7.65,806.05,1619.96,2015 Toyota Camry experienced battery degradation around 46356 miles causing reduced acceleration. Owner felt average after oil change.,oil change,1
BMW,3 Series,2013,56317,17.4,1,1,4.25,808.99,1468.1,Complaints about 2013 BMW 3 Series include air conditioning fault and 56317 after reduced acceleration maintenance. Owner felt expensive after brake pad replacement.,brake pad replacement,1
Tesla,Model S,2014,52678,27.9,5,0,2.96,587.62,1211.3,2014 Tesla Model S suffers from engine stalling with 52678 warning lights at loss of power steering mileage. Owner felt average after tire rotation.,tire rotation,1
Toyota,RAV4,2020,66196,24.9,2,0,5.0,381.73,1989.78,Complaints about 2020 Toyota RAV4 include infotainment crash and 66196 after reduced acceleration maintenance. Owner felt average after tire rotation.,tire rotation,0
BMW,5 Series,2012,49230,16.7,1,0,1.75,564.72,1504.37,2012 BMW 5 Series suffers from engine stalling with 49230 warning lights at reduced acceleration mileage. Owner felt annoying after battery inspection.,battery inspection,0
Honda,Civic,2013,45301,34.9,3,1,2.63,515.39,1351.88,2013 Honda Civic suffers from battery degradation with 45301 warning lights at reduced acceleration mileage. Owner felt frustrating after software update.,software update,1
Tesla,Model S,2018,74879,17.7,1,0,2.29,451.32,870.17,2018 Tesla Model S suffers from engine stalling with 74879 warning lights at warning chimes mileage. Owner felt disappointed and satisfied after brake pad replacement.,brake pad replacement,0
Honda,CR-V,2021,48912,23.2,1,3,3.47,608.84,1176.28,2021 Honda CR-V owner reported battery degradation leading to 48912 during loss of power steering driving. Owner felt unsafe and satisfied after software update.,software update,1
Tesla,Model Y,2020,79767,24.6,2,2,2.7,805.21,796.12,2020 Tesla Model Y experienced brake wear around 79767 miles causing loss of power steering. Owner felt disappointed and quiet after tire rotation.,tire rotation,1
Hyundai,Sonata,2015,67866,16.3,1,3,6.64,524.84,1091.12,2015 Hyundai Sonata experienced engine stalling around 67866 miles causing dashboard malfunction. Owner felt average after oil change.,oil change,1
Tesla,Model Y,2015,37294,22.2,3,0,4.91,646.15,1049.35,2015 Tesla Model Y owner reported battery degradation leading to 37294 during warning chimes driving. Owner felt disappointed after software update.,software update,0
Honda,Civic,2010,63900,8.0,0,0,4.05,395.52,1340.62,Complaints about 2010 Honda Civic include brake wear and 63900 after sudden shutdown maintenance. Owner felt average after oil change.,oil change,0
Chevrolet,Malibu,2013,62746,20.2,0,3,4.95,788.15,1499.17,2013 Chevrolet Malibu experienced electrical system glitch around 62746 miles causing increased stopping distance. Owner felt average after oil change.,oil change,0
Chevrolet,Equinox,2012,75175,13.7,1,0,0.83,640.9,932.55,2012 Chevrolet Equinox owner reported air conditioning fault leading to 75175 during warning chimes driving. Owner felt average after software update.,software update,0
Subaru,Outback,2022,74890,21.1,0,0,3.42,676.47,732.8,2022 Subaru Outback suffers from transmission failure with 74890 warning lights at sudden shutdown mileage. Owner felt annoying after oil change.,oil change,0
Hyundai,Elantra,2018,23708,27.6,5,0,2.34,358.07,909.8,2018 Hyundai Elantra suffers from engine stalling with 23708 warning lights at sudden shutdown mileage. Owner felt average after battery inspection.,battery inspection,0
Ford,F-150,2015,71056,23.4,2,2,3.26,583.94,814.18,Complaints about 2015 Ford F-150 include brake wear and 71056 after warning chimes maintenance. Owner felt average after battery inspection.,battery inspection,0
Tesla,Model 3,2022,52650,18.9,1,1,3.25,236.85,1130.15,Complaints about 2022 Tesla Model 3 include battery degradation and 52650 after dashboard malfunction maintenance. Owner felt expensive and reliable after brake pad replacement.,brake pad replacement,0
Hyundai,Sonata,2013,60040,16.1,3,0,5.42,708.98,320,Complaints about 2013 Hyundai Sonata include engine stalling and 60040 after dashboard malfunction maintenance. Owner felt frustrating and quiet after battery inspection.,battery inspection,0
Tesla,Model Y,2012,51949,18.2,2,2,1.76,540.39,1417.43,2012 Tesla Model Y suffers from infotainment crash with 51949 warning lights at loss of power steering mileage. Owner felt average after tire rotation.,tire rotation,1
Toyota,Camry,2019,45865,29.0,2,1,4.41,815.73,1358.51,2019 Toyota Camry experienced suspension noise around 45865 miles causing dashboard malfunction. Owner felt unsafe after brake pad replacement.,brake pad replacement,0
Honda,Accord,2011,58434,19.0,2,2,2.75,373.75,1491.05,2011 Honda Accord experienced infotainment crash around 58434 miles causing loss of power steering. Owner felt disappointed and quiet after battery inspection.,battery inspection,0
BMW,3 Series,2019,58694,13.1,1,1,7.77,740.02,1031.79,2019 BMW 3 Series suffers from brake wear with 58694 warning lights at sudden shutdown mileage. Owner felt average after brake pad replacement.,brake pad replacement,0
Honda,CR-V,2015,57163,25.7,2,0,4.4,416.72,1063.42,2015 Honda CR-V suffers from suspension noise with 57163 warning lights at reduced acceleration mileage. Owner felt average after software update.,software update,0
Ford,F-150,2020,81057,14.5,1,2,0.26,900.5,1057.66,2020 Ford F-150 owner reported infotainment crash leading to 81057 during increased stopping distance driving. Owner felt disappointed and satisfied after software update.,software update,0
Subaru,Forester,2011,40667,9.3,1,0,3.02,501.07,1212.36,2011 Subaru Forester suffers from transmission failure with 40667 warning lights at reduced acceleration mileage. Owner felt annoying after battery inspection.,battery inspection,0
Chevrolet,Silverado,2014,68528,21.0,2,3,4.49,708.53,1103.0,Complaints about 2014 Chevrolet Silverado include brake wear and 68528 after sudden shutdown maintenance. Owner felt disappointed and quiet after oil change.,oil change,0
Honda,CR-V,2020,77462,5.1,3,0,4.03,465.71,942.63,2020 Honda CR-V owner reported electrical system glitch leading to 77462 during dashboard malfunction driving. Owner felt unsafe after oil change.,oil change,1
Toyota,Corolla,2018,52463,7.7,1,4,6.44,562.61,656.1,2018 Toyota Corolla experienced transmission failure around 52463 miles causing warning chimes. Owner felt average after oil change.,oil change,1
Subaru,Forester,2020,73760,16.5,1,2,4.93,531.97,1428.27,2020 Subaru Forester owner reported engine stalling leading to 73760 during reduced acceleration driving. Owner felt average after brake pad replacement.,brake pad replacement,0
Subaru,Outback,2014,58411,25.5,4,4,1.15,471.63,1526.69,2014 Subaru Outback experienced suspension noise around 58411 miles causing dashboard malfunction. Owner felt average after brake pad replacement.,brake pad replacement,1
Subaru,Outback,2020,53282,25.4,0,0,2.84,283.96,1106.24,2020 Subaru Outback suffers from infotainment crash with 53282 warning lights at loss of power steering mileage. Owner felt expensive after brake pad replacement.,brake pad replacement,0
Chevrolet,Silverado,2016,53617,14.0,3,0,4.76,367.51,1051.58,2016 Chevrolet Silverado owner reported electrical system glitch leading to 53617 during sudden shutdown driving. Owner felt comfortable after software update.,software update,0
Tesla,Model 3,2011,68843,17.0,1,3,2.29,655.77,1410.35,2011 Tesla Model 3 suffers from brake wear with 68843 warning lights at loss of power steering mileage. Owner felt disappointed after brake pad replacement.,brake pad replacement,0
Tesla,Model Y,2020,94688,19.4,1,1,4.5,491.6,1268.72,2020 Tesla Model Y suffers from air conditioning fault with 94688 warning lights at sudden shutdown mileage. Owner felt average after brake pad replacement.,brake pad replacement,1
Chevrolet,Malibu,2016,53680,8.5,1,0,2.88,789.64,2051.06,2016 Chevrolet Malibu suffers from transmission failure with 53680 warning lights at sudden shutdown mileage. Owner felt average after software update.,software update,1
Toyota,RAV4,2012,32325,17.5,2,0,5.51,530.55,1168.48,2012 Toyota RAV4 owner reported engine stalling leading to 32325 during loss of power steering driving. Owner felt average after battery inspection.,battery inspection,0
Subaru,Forester,2014,40730,11.4,1,1,6.39,637.24,1541.54,2014 Subaru Forester owner reported air conditioning fault leading to 40730 during sudden shutdown driving. Owner felt frustrating after oil change.,oil change,1
Hyundai,Sonata,2011,83901,31.7,0,0,3.38,585.46,865.68,2011 Hyundai Sonata experienced air conditioning fault around 83901 miles causing sudden shutdown. Owner felt unsafe and smooth after software update.,software update,0
Tesla,Model Y,2020,42953,13.9,3,0,3.79,321.47,1252.29,2020 Tesla Model Y experienced engine stalling around 42953 miles causing dashboard malfunction. Owner felt frustrating after software update.,software update,0
Hyundai,Sonata,2020,57763,25.7,0,3,2.87,608.56,714.83,Complaints about 2020 Hyundai Sonata include battery degradation and 57763 after reduced acceleration maintenance. Owner felt average after software update.,software update,0
Subaru,Outback,2016,59639,22.4,2,0,2.18,793.91,751.08,2016 Subaru Outback suffers from battery degradation with 59639 warning lights at sudden shutdown mileage. Owner felt average after battery inspection.,battery inspection,0
Ford,Escape,2020,30233,22.7,1,1,4.42,572.72,1123.09,2020 Ford Escape owner reported infotainment crash leading to 30233 during loss of power steering driving. Owner felt quiet after battery inspection.,battery inspection,0
Hyundai,Tucson,2013,45770,10.4,3,1,3.96,473.71,1653.32,2013 Hyundai Tucson suffers from brake wear with 45770 warning lights at reduced acceleration mileage. Owner felt expensive and reliable after software update.,software update,0
Subaru,Forester,2011,57740,8.7,3,0,4.1,635.39,866.12,2011 Subaru Forester experienced battery degradation around 57740 miles causing dashboard malfunction. Owner felt quiet after battery inspection.,battery inspection,0
Hyundai,Tucson,2022,56299,33.6,2,3,3.32,644.89,1336.85,2022 Hyundai Tucson suffers from air conditioning fault with 56299 warning lights at dashboard malfunction mileage. Owner felt average after software update.,software update,1
Subaru,Forester,2011,66161,18.7,0,0,3.7,1078.03,1090.64,2011 Subaru Forester owner reported electrical system glitch leading to 66161 during dashboard malfunction driving. Owner felt average after battery inspection.,battery inspection,0
Honda,Accord,2022,43444,19.5,0,0,5.02,930.22,1530.1,2022 Honda Accord owner reported air conditioning fault leading to 43444 during increased stopping distance driving. Owner felt annoying and reliable after software update.,software update,1
Subaru,Forester,2017,56187,17.3,2,1,1.22,396.57,908.59,2017 Subaru Forester experienced air conditioning fault around 56187 miles causing reduced acceleration. Owner felt expensive and comfortable after battery inspection.,battery inspection,0
Honda,Accord,2019,72837,15.9,1,0,4.05,838.79,1223.71,2019 Honda Accord owner reported suspension noise leading to 72837 during increased stopping distance driving. Owner felt comfortable after software update.,software update,0
BMW,5 Series,2022,70499,21.5,2,1,3.32,792.2,1490.47,2022 BMW 5 Series owner reported infotainment crash leading to 70499 during dashboard malfunction driving. Owner felt frustrating and satisfied after brake pad replacement.,brake pad replacement,1
Ford,F-150,2018,65331,18.4,2,0,3.42,850.43,1143.04,2018 Ford F-150 experienced brake wear around 65331 miles causing reduced acceleration. Owner felt average after oil change.,oil change,0
Honda,Civic,2022,63660,10.0,2,0,1.6,345.14,757.71,2022 Honda Civic suffers from suspension noise with 63660 warning lights at reduced acceleration mileage. Owner felt frustrating and satisfied after tire rotation.,tire rotation,0
Ford,F-150,2013,45573,20.3,3,1,1.52,915.02,915.81,2013 Ford F-150 owner reported battery degradation leading to 45573 during increased stopping distance driving. Owner felt average after brake pad replacement.,brake pad replacement,0
Hyundai,Tucson,2022,77035,12.1,3,0,0,532.54,1458.44,2022 Hyundai Tucson suffers from battery degradation with 77035 warning lights at dashboard malfunction mileage. Owner felt average after oil change.,oil change,0
Toyota,RAV4,2021,69297,6.3,6,0,5.2,231.89,1069.99,2021 Toyota RAV4 suffers from infotainment crash with 69297 warning lights at dashboard malfunction mileage. Owner felt average after software update.,software update,1
Chevrolet,Equinox,2011,54594,23.3,2,1,3.85,882.64,1409.3,2011 Chevrolet Equinox experienced suspension noise around 54594 miles causing warning chimes. Owner felt average after oil change.,oil change,1
Tesla,Model Y,2016,67232,17.8,0,1,3.18,704.51,1109.73,2016 Tesla Model Y suffers from brake wear with 67232 warning lights at increased stopping distance mileage. Owner felt average after software update.,software update,0
Chevrolet,Equinox,2014,53708,15.7,4,0,6.41,294.3,923.86,2014 Chevrolet Equinox owner reported suspension noise leading to 53708 during dashboard malfunction driving. Owner felt reliable after battery inspection.,battery inspection,1
Ford,Escape,2013,46414,19.9,3,0,1.72,651.7,554.8,2013 Ford Escape owner reported air conditioning fault leading to 46414 during warning chimes driving. Owner felt annoying after brake pad replacement.,brake pad replacement,1
Honda,CR-V,2013,72753,16.5,1,1,3.62,713.78,1083.89,2013 Honda CR-V experienced suspension noise around 72753 miles causing increased stopping distance. Owner felt unsafe and satisfied after tire rotation.,tire rotation,1
Hyundai,Elantra,2022,76366,26.2,2,0,4.64,979.49,1577.79,2022 Hyundai Elantra suffers from engine stalling with 76366 warning lights at sudden shutdown mileage. Owner felt annoying after tire rotation.,tire rotation,0
Hyundai,Tucson,2019,60247,20.2,3,1,4.19,432.22,903.89,Complaints about 2019 Hyundai Tucson include infotainment crash and 60247 after reduced acceleration maintenance. Owner felt annoying after tire rotation.,tire rotation,0
Ford,Fusion,2010,35938,13.3,2,1,1.86,454.2,1568.57,2010 Ford Fusion experienced electrical system glitch around 35938 miles causing dashboard malfunction. Owner felt average after oil change.,oil change,0
Tesla,Model 3,2013,66358,23.5,1,1,0.65,433.03,1015.11,2013 Tesla Model 3 owner reported transmission failure leading to 66358 during loss of power steering driving. Owner felt expensive and satisfied after battery inspection.,battery inspection,1
Honda,CR-V,2012,57901,21.7,1,2,4.54,616.33,1142.32,2012 Honda CR-V suffers from engine stalling with 57901 warning lights at loss of power steering mileage. Owner felt frustrating and smooth after software update.,software update,0
Chevrolet,Equinox,2018,47715,18.1,0,0,1.82,430.54,1267.24,2018 Chevrolet Equinox owner reported air conditioning fault leading to 47715 during sudden shutdown driving. Owner felt expensive after oil change.,oil change,0
Ford,Escape,2019,54767,19.4,1,1,6.45,614.6,893.73,2019 Ford Escape suffers from air conditioning fault with 54767 warning lights at sudden shutdown mileage. Owner felt disappointed and comfortable after tire rotation.,tire rotation,1
Tesla,Model Y,2016,56319,29.5,2,0,3.48,568.14,1175.72,2016 Tesla Model Y owner reported engine stalling leading to 56319 during dashboard malfunction driving. Owner felt average after tire rotation.,tire rotation,1
BMW,X3,2015,32349,5.4,2,0,4.55,1189.11,885.5,2015 BMW X3 suffers from battery degradation with 32349 warning lights at warning chimes mileage. Owner felt average after oil change.,oil change,0
Hyundai,Sonata,2018,89272,28.7,4,0,5.2,860.51,1149.04,2018 Hyundai Sonata experienced suspension noise around 89272 miles causing dashboard malfunction. Owner felt disappointed after oil change.,oil change,1
Toyota,Corolla,2020,72430,15.3,0,1,3.25,492.54,915.3,2020 Toyota Corolla owner reported brake wear leading to 72430 during dashboard malfunction driving. Owner felt annoying and satisfied after oil change.,oil change,0
Hyundai,Elantra,2018,60554,21.4,2,2,6.11,1045.56,960.78,Complaints about 2018 Hyundai Elantra include brake wear and 60554 after reduced acceleration maintenance. Owner felt comfortable after tire rotation.,tire rotation,0
Toyota,Corolla,2016,68565,12.9,0,1,3.0,642.9,1183.27,Complaints about 2016 Toyota Corolla include infotainment crash and 68565 after increased stopping distance maintenance. Owner felt unsafe and quiet after oil change.,oil change,0
Chevrolet,Malibu,2016,55423,30.9,1,0,2.51,613.08,1149.47,Complaints about 2016 Chevrolet Malibu include infotainment crash and 55423 after sudden shutdown maintenance. Owner felt annoying and satisfied after software update.,software update,0
BMW,X3,2022,60485,20.3,2,1,7.24,571.82,747.56,2022 BMW X3 suffers from engine stalling with 60485 warning lights at reduced acceleration mileage. Owner felt annoying and reliable after oil change.,oil change,0
Tesla,Model S,2016,81951,26.3,2,0,5.11,357.9,1556.0,2016 Tesla Model S suffers from engine stalling with 81951 warning lights at loss of power steering mileage. Owner felt disappointed and reliable after tire rotation.,tire rotation,0
Honda,CR-V,2022,77548,7.1,0,1,1.15,685.73,1263.98,Complaints about 2022 Honda CR-V include transmission failure and 77548 after sudden shutdown maintenance. Owner felt unsafe and quiet after tire rotation.,tire rotation,0
Ford,Escape,2014,67511,14.0,3,0,2.65,768.63,851.6,2014 Ford Escape owner reported transmission failure leading to 67511 during dashboard malfunction driving. Owner felt reliable after brake pad replacement.,brake pad replacement,1
Hyundai,Tucson,2021,80168,17.1,3,1,0.62,759.94,1403.78,2021 Hyundai Tucson owner reported transmission failure leading to 80168 during warning chimes driving. Owner felt satisfied after battery inspection.,battery inspection,0
Subaru,Outback,2016,62766,25.3,1,0,8.22,786.6,1364.61,Complaints about 2016 Subaru Outback include electrical system glitch and 62766 after warning chimes maintenance. Owner felt satisfied after oil change.,oil change,1
Tesla,Model Y,2012,49797,24.4,1,2,2.77,457.2,1233.89,2012 Tesla Model Y owner reported electrical system glitch leading to 49797 during loss of power steering driving. Owner felt average after software update.,software update,0
Subaru,Impreza,2011,52924,27.1,0,0,5.88,318.33,1106.18,2011 Subaru Impreza owner reported suspension noise leading to 52924 during increased stopping distance driving. Owner felt average after oil change.,oil change,0
Tesla,Model 3,2015,60375,26.5,1,1,0.77,674.51,1314.71,2015 Tesla Model 3 suffers from engine stalling with 60375 warning lights at reduced acceleration mileage. Owner felt expensive after tire rotation.,tire rotation,0
BMW,X3,2021,34085,5,4,0,3.94,840.58,998.12,Complaints about 2021 BMW X3 include electrical system glitch and 34085 after dashboard malfunction maintenance. Owner felt average after battery inspection.,battery inspection,0
BMW,5 Series,2018,81568,23.1,2,0,1.97,634.67,895.59,Complaints about 2018 BMW 5 Series include suspension noise and 81568 after dashboard malfunction maintenance. Owner felt annoying and reliable after battery inspection.,battery inspection,1
Honda,Accord,2018,64824,9.4,2,0,3.3,792.86,1247.78,Complaints about 2018 Honda Accord include electrical system glitch and 64824 after warning chimes maintenance. Owner felt average after software update.,software update,0
Chevrolet,Malibu,2019,113832,17.7,3,0,4.8,304.37,948.14,2019 Chevrolet Malibu owner reported transmission failure leading to 113832 during dashboard malfunction driving. Owner felt disappointed after battery inspection.,battery inspection,1
Hyundai,Tucson,2017,68696,16.6,4,1,4.11,937.57,1667.69,2017 Hyundai Tucson suffers from brake wear with 68696 warning lights at warning chimes mileage. Owner felt annoying after software update.,software update,0
Tesla,Model S,2019,86034,19.5,2,0,1.92,432.21,730.56,2019 Tesla Model S experienced infotainment crash around 86034 miles causing reduced acceleration. Owner felt annoying and quiet after tire rotation.,tire rotation,0
Tesla,Model 3,2012,41113,24.0,0,1,4.81,682.34,1304.97,2012 Tesla Model 3 owner reported infotainment crash leading to 41113 during loss of power steering driving. Owner felt reliable after software update.,software update,0
Toyota,Camry,2015,69813,13.2,1,1,7.35,879.5,1305.19,2015 Toyota Camry suffers from electrical system glitch with 69813 warning lights at loss of power steering mileage. Owner felt average after brake pad replacement.,brake pad replacement,0
Hyundai,Sonata,2013,54086,21.3,0,1,3.54,173.23,1093.44,2013 Hyundai Sonata experienced air conditioning fault around 54086 miles causing dashboard malfunction. Owner felt annoying and satisfied after oil change.,oil change,0
Ford,Escape,2013,68907,25.5,2,1,3.34,587.65,1332.34,2013 Ford Escape owner reported brake wear leading to 68907 during warning chimes driving. Owner felt expensive and satisfied after battery inspection.,battery inspection,1
Honda,CR-V,2022,54206,19.1,1,0,1.78,959.58,1271.54,2022 Honda CR-V suffers from air conditioning fault with 54206 warning lights at dashboard malfunction mileage. Owner felt frustrating and smooth after brake pad replacement.,brake pad replacement,0
Hyundai,Sonata,2017,77202,21.1,2,2,4.28,661.47,1098.39,2017 Hyundai Sonata experienced infotainment crash around 77202 miles causing reduced acceleration. Owner felt unsafe and reliable after software update.,software update,0
Chevrolet,Equinox,2021,77844,26.1,3,1,4.21,593.32,1145.17,Complaints about 2021 Chevrolet Equinox include infotainment crash and 77844 after reduced acceleration maintenance. Owner felt frustrating after brake pad replacement.,brake pad replacement,0
BMW,3 Series,2020,54837,14.3,3,0,2.8,703.07,1020.38,2020 BMW 3 Series suffers from electrical system glitch with 54837 warning lights at increased stopping distance mileage. Owner felt disappointed and satisfied after battery inspection.,battery inspection,1
Subaru,Impreza,2015,77055,22.1,2,1,3.59,820.25,996.51,2015 Subaru Impreza owner reported air conditioning fault leading to 77055 during sudden shutdown driving. Owner felt average after software update.,software update,0
Subaru,Impreza,2022,55333,12.9,4,0,1.75,466.09,882.8,2022 Subaru Impreza experienced electrical system glitch around 55333 miles causing increased stopping distance. Owner felt frustrating and comfortable after brake pad replacement.,brake pad replacement,0
Honda,Civic,2012,74454,14.5,1,0,4.51,913.3,1012.51,2012 Honda Civic owner reported air conditioning fault leading to 74454 during warning chimes driving. Owner felt frustrating after software update.,software update,0
Tesla,Model 3,2013,67698,13.6,1,2,2.46,326.04,971.15,2013 Tesla Model 3 experienced suspension noise around 67698 miles causing reduced acceleration. Owner felt smooth after oil change.,oil change,1
Ford,F-150,2012,50766,24.7,3,1,4.74,620.8,978.68,Complaints about 2012 Ford F-150 include battery degradation and 50766 after increased stopping distance maintenance. Owner felt disappointed and comfortable after software update.,software update,1
BMW,5 Series,2016,67996,23.6,5,1,3.71,154.42,1057.22,2016 BMW 5 Series suffers from battery degradation with 67996 warning lights at loss of power steering mileage. Owner felt annoying after software update.,software update,1
BMW,3 Series,2021,55136,14.6,1,1,3.69,149.09,1236.71,2021 BMW 3 Series suffers from infotainment crash with 55136 warning lights at warning chimes mileage. Owner felt expensive and reliable after battery inspection.,battery inspection,0
Honda,Accord,2019,73317,26.7,5,1,2.16,802.46,1206.89,2019 Honda Accord owner reported suspension noise leading to 73317 during warning chimes driving. Owner felt average after software update.,software update,1
Chevrolet,Malibu,2019,77093,29.0,0,3,2.53,244.52,867.53,2019 Chevrolet Malibu suffers from electrical system glitch with 77093 warning lights at dashboard malfunction mileage. Owner felt average after software update.,software update,0
Subaru,Impreza,2014,57473,8.0,2,3,4.21,1003.67,1189.28,2014 Subaru Impreza experienced battery degradation around 57473 miles causing dashboard malfunction. Owner felt average after oil change.,oil change,1
Tesla,Model Y,2016,58384,20.8,2,2,4.95,680.18,1296.17,2016 Tesla Model Y suffers from battery degradation with 58384 warning lights at reduced acceleration mileage. Owner felt average after battery inspection.,battery inspection,0
Ford,F-150,2014,66645,19.6,0,0,3.69,902.36,1202.74,2014 Ford F-150 experienced brake wear around 66645 miles causing sudden shutdown. Owner felt frustrating and quiet after oil change.,oil change,0
Tesla,Model S,2017,57931,18.4,2,0,1.19,663.6,1483.42,2017 Tesla Model S experienced infotainment crash around 57931 miles causing dashboard malfunction. Owner felt average after software update.,software update,1
Subaru,Impreza,2012,67581,18.5,3,1,4.9,456.93,1187.3,2012 Subaru Impreza experienced suspension noise around 67581 miles causing sudden shutdown. Owner felt comfortable after software update.,software update,1
Honda,Accord,2016,58996,31.3,3,1,1.99,544.77,611.4,2016 Honda Accord experienced transmission failure around 58996 miles causing reduced acceleration. Owner felt average after software update.,software update,0
Hyundai,Elantra,2017,76527,16.1,1,0,5.98,532.78,1949.0,2017 Hyundai Elantra suffers from transmission failure with 76527 warning lights at reduced acceleration mileage. Owner felt unsafe after software update.,software update,0
Honda,CR-V,2012,89226,25.5,2,0,2.38,206.55,887.22,2012 Honda CR-V suffers from engine stalling with 89226 warning lights at warning chimes mileage. Owner felt average after battery inspection.,battery inspection,0
Subaru,Outback,2013,59289,23.0,0,0,2.58,572.24,1565.6,2013 Subaru Outback experienced battery degradation around 59289 miles causing loss of power steering. Owner felt expensive and comfortable after software update.,software update,0
BMW,5 Series,2022,53027,13.4,2,1,0.76,530.74,1241.1,2022 BMW 5 Series suffers from brake wear with 53027 warning lights at reduced acceleration mileage. Owner felt reliable after brake pad replacement.,brake pad replacement,0
